Text,Offensive
You should try gaining weight to look more mature.,Yes
Buddhists' pursuit of inner peace seems like an excuse to avoid engaging in social and political activism.,Yes
People who eat meat are supporting industries that contribute to the depletion of ozone-depleting substances.,No
You're making everyone uncomfortable with your problems.,Yes
You'll understand the truth when you face a crisis.,No
They manipulate public sentiment to further their own interests.,No
Why do Hispanics complain about lack of representation? It's not a big deal.,Yes
You must enjoy the isolation of rural living; it's like being cut off from the world.,Yes
Non-vegetarians are promoting a lifestyle that perpetuates harmful stereotypes about indigenous food practices.,Yes
Real women have more meat on their bones; you look too skinny.,Yes
Your colleagues will distance themselves from you if you pursue this investigation.,Yes
I don't get why vegetarians care about the environment. It's not like it makes a difference.,Yes
Your character's arc was so predictable; it lacked the necessary twists to keep the audience engaged.,Yes
Farming is just a way to escape the real challenges of life.,Yes
The Bible is outdated and irrelevant in today's world.,Yes
You're Asian; you must be a workaholic.,Yes
Africans are all involved in illegal immigration.,Yes
Real women are diverse; being slender is just as valid as any other body type.,Yes
Being tall is like having a permanent ticket to success; it's always with you.,No
I don't believe in racial disparities in healthcare.,No
I thought South Asians only practice arranged friendships; do you have any friends you chose?,Yes
Africans are all nomads with no settled communities.,Yes
Janitors are just janitors because they lack the qualifications for more respectable roles.,Yes
I heard South Asians are so serious; do you ever lighten up and have fun?,Yes
Buddhism's emphasis on compassion is unrealistic; the world is too competitive for such ideals.,Yes
Your character was so poorly executed; it's like the director didn't know how to handle you.,Yes
Why is this place so dirty? Do you ever clean up?,Yes
Vegans are too focused on individual choices; they should prioritize broader societal concerns.,Yes
"All Hispanics must enjoy spicy food; it's just part of your culture, right?",Yes
You must have a small appetite to stay so skinny.,No
I don't see your disability; I see you as an individual with valuable perspectives.,No
Being short is a setback in the pursuit of recognition in literary circles.,Yes
"Your journalistic integrity will be questioned, and your work may be seen as compromised.",Yes
"People who eat meat may support industries exploiting animals for entertainment in various forms, such as circuses, rodeos, and animal racing.",No
Your character was so poorly written; it's like they didn't know what to do with you.,Yes
Why can't you be more positive and less of a downer?,Yes
It's okay to assume a White person's stance on reproductive rights based on stereotypes.,Yes
You're too ambitious for a woman; it's unattractive.,Yes
Religion is the cause of all the world's problems.,Yes
You must be good at technology startups because you're East Asian.,Yes
You're too injury-prone; you won't have a lasting career.,Yes
Buddhists are too focused on introspection; it's like you're ignoring the external problems around you.,No
You probably don't have to worry about gaining weight as you age.,Yes
Being vegan is too expensive; not everyone can afford plant-based alternatives.,Yes
I can't believe you're still struggling with your weight.,Yes
You must have a natural talent for playing the accordion or other traditional instruments.,No
Why don't you just sell your land? You could make a quick profit.,Yes
You just haven't found the right man yet; that's why you're a lesbian.,Yes
You're too arrogant; a bit of humility would go a long way.,Yes
Muslims are only interested in establishing Islamic dominance.,Yes
I can't take you seriously in serious roles; it's just not convincing.,Yes
"You must be really good at math; it's a stereotype, but it's true, right?",No
Their traditional knowledge is outdated and has no relevance in modern society.,Yes
You must be on a constant diet to maintain that figure.,Yes
Why can't you just act normal and stop causing trouble?,Yes
White people shouldn't express pride in their contributions to cultural heritage preservation in archival practices.,No
Your objectivity will be doubted if you don't reconsider writing about us in a negative tone.,No
European cinema is dull and lacks the excitement of other global film industries.,Yes
You're too talkative for a woman.,No
White people shouldn't engage in conversations about indigenous languages.,Yes
